"Year","OM","Total Divers","# Air Dives","# Air Divers","Air Dive Time (min)","# MIxed Gas Dives","# Mixed Gas Divers","Mixed Gas Time (mins)","# Nitrox Dives","# Nitrox Divers","Nitrox Dive Time (min)","ContactKey","# Hookah Dives","# Hookah Divers","Hookah Dive Time (min)","# Open Circuit Dives","# Open Circuit Divers","Open Circuit Dive Time (min)","# Rebreather Dives","# Rebreather Divers","Rebreather Dive Time (min)","# Surface Supplied Dives","# Surface Supplied Divers","Surface Supplied Dive Time (min)","# Computer Dives","# Computer Divers","Computer Dive Time (min)","# Software Dives","# Software Divers","Software Dive Time (min)","# Table Dives","# Table Divers","Table Dive Time (min)","# 0-30ft Dives","# 0-30ft Divers","#31-60ft Dives","#31-60ft Divers","#61-100ft Dives","#61-100ft Divers","# 101-130ft Dives","# 101-130ft Divers","# 131-150ft Dives","#131-150ft Divers","# 151-190ft Dives","#151-190ft Divers","# 191+ft Dives","# 191+ft Divers","# Science Dives","# Science Divers","Science Dive Time (min)","#T/P Dives","# T/P Divers","T/P Dive Time (min)","# Aquarium Dives","# Aquarium Divers","Aquarium Dive Time (min)","# Bluewater Dives","# Bluewater Divers","Blue Water Dive Time (min)","# IcePolar Dives","# IcePolar Divers","IcePolar Dive Time (min)","# Overhead Dives","# Overhead Divers","Overhead Dive Time (min)","# ReqDecomp Dives","# ReqDecomp Divers","ReqDecomp Dive Time (min)","# Sat Dives","# Sat Divers","Sat Dive Time (min)","Total  Dive Incidents"
"2025","Boston University","31","1748","31","85001","0","0","0","98","6","6907","24873","0","0","0","1846","31","91908","0","0","0","0","0","0","1838","31","91557","0","0","0","8","4","351","609","29","1070","23","167","13","0","0","0","0","0","0","0","0","1632","29","83918","214","18","7990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2025","Broward County, FL Natural Resources Division","13","109","13","4620","0","0","0","48","5","1821","24874","0","0","0","157","13","6441","0","0","0","0","0","0","157","13","6441","0","0","0","0","0","0","79","11","68","8","10","5","0","0","0","0","0","0","0","0","156","12","6400","1","1","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","California Academy of Sciences","90","707","90","29280","100","7","17739","26","4","1486","24875","0","0","0","215","33","11987","168","9","22305","450","63","14213","370","28","33889","0","0","0","463","66","14616","538","81","93","22","96","14","9","7","6","4","17","5","74","6","665","86","37789","168","21","10716","465","66","14682","0","0","0","0","0","0","0","0","0","82","7","16370","0","0","0","0"
"2025","California Department of Fish & Wildlife","51","773","51","24186","0","0","0","325","11","12651","24876","0","0","0","1085","51","36635","13","2","202","0","0","0","1081","51","36492","0","0","0","17","4","345","331","42","357","47","375","32","35","8","0","0","0","0","0","0","821","43","29355","277","28","7482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2025","California Science Center Foundation","14","140","13","5431","30","3","1986","0","0","0","24877","0","0","0","140","13","5431","30","3","1986","0","0","0","154","12","6661","0","0","0","16","4","756","103","13","43","10","23","9","1","1","0","0","0","0","0","0","58","8","2522","112","13","4895","11","8","500","14","5","547","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","California State University, Ocean Studies Institute","55","1410","55","48488","0","0","0","39","1","1033","24878","0","0","0","1449","55","49521","0","0","0","0","0","0","1188","52","37427","15","3","263","246","11","11831","829","52","591","49","29","12","0","0","0","0","0","0","0","0","1146","42","43667","303","27","5854","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","California State University Monterey Bay","429","3464","418","124083","0","0","0","82","11","2853","24879","0","0","0","3546","429","126936","0","0","0","0","0","0","3069","313","110046","0","0","0","477","116","16890","1663","258","1587","246","252","125","32","21","12","3","0","0","0","0","1636","207","65396","1910","222","61540","27","9","893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","California Polytechnic State University San Luis Obispo","24","427","24","17086","0","0","0","0","0","0","24880","0","0","0","427","24","17086","0","0","0","0","0","0","292","14","13605","0","0","0","135","12","3481","155","18","252","22","18","13","2","1","0","0","0","0","0","0","285","15","12947","142","14","4139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Aptim","10","47","2","3036","0","0","0","473","10","16344","24884","0","0","0","520","10","19380","0","0","0","0","0","0","520","10","19380","0","0","0","0","0","0","520","10","0","0","0","0","0","0","0","0","0","0","0","0","520","10","19380","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","CSA Ocean Sciences Inc,","31","3218","31","218786","0","0","0","10","5","538","24885","0","0","0","3228","31","219324","0","0","0","0","0","0","3228","31","219324","0","0","0","0","0","0","2298","30","675","21","255","19","0","0","0","0","0","0","0","0","3220","31","218359","8","6","965","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Dauphin Island Sea Lab","33","725","32","40611","0","0","0","87","11","2402","24886","0","0","0","812","33","43013","0","0","0","0","0","0","735","31","37425","0","0","0","77","7","5588","426","32","181","25","199","31","3","3","3","2","0","0","0","0","453","26","24270","359","28","18743","6","3","194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"2025","Bio-Tech Consulting","7","240","7","12044","0","0","0","136","4","5748","24889","0","0","0","376","7","17792","0","0","0","0","0","0","376","7","17792","0","0","0","0","0","0","107","7","189","6","74","3","6","2","0","0","0","0","0","0","364","7","17314","12","3","478","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Duke University","5","27","5","690","0","0","0","12","1","219","24890","0","0","0","39","5","909","0","0","0","0","0","0","39","5","909","0","0","0","0","0","0","35","5","4","1","0","0","0","0","0","0","0","0","0","0","21","3","518","18","3","391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","East Carolina University","42","851","38","29357","0","0","0","18","8","428","24891","0","0","0","865","42","29718","4","1","67","0","0","0","869","42","29785","0","0","0","0","0","0","740","41","126","35","3","3","0","0","0","0","0","0","0","0","460","31","19348","409","30","10437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Florida Atlantic University","39","534","37","21003","51","4","4640","281","18","11230","24893","0","0","0","806","38","31444","60","4","5429","0","0","0","863","38","36745","0","0","0","3","1","128","425","35","211","32","139","18","45","7","1","1","28","4","17","3","810","32","35019","56","18","1854","0","0","0","0","0","0","0","0","0","0","0","0","17","2","1680","0","0","0","2"
"2025","Florida Institute of Technology","15","173","15","6178","0","0","0","0","0","0","24894","0","0","0","173","15","6178","0","0","0","0","0","0","165","14","6023","0","0","0","8","2","155","160","15","10","6","3","1","0","0","0","0","0","0","0","0","89","10","2321","84","8","3857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Florida International University","81","1094","63","35154","11","1","755","41","17","2173","24895","0","0","0","1135","80","37327","11","1","755","0","0","0","1146","81","38082","0","0","0","0","0","0","737","81","184","43","203","26","13","4","2","1","5","1","2","1","714","45","26418","432","36","11664","0","0","0","0","0","0","0","0","0","0","0","0","10","1","709","0","0","0","0"
"2025","College of the Florida Keys","8","166","8","5578","0","0","0","3","2","120","24896","0","0","0","169","8","5698","0","0","0","0","0","0","169","8","5698","0","0","0","0","0","0","102","8","53","7","12","2","2","1","0","0","0","0","0","0","100","6","3676","69","8","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Florida State University","53","1192","49","43718","0","0","0","265","24","12617","24897","0","0","0","1457","53","56335","0","0","0","0","0","0","1427","52","55572","3","2","148","27","6","615","926","43","216","40","308","41","7","4","0","0","0","0","0","0","1059","38","45186","398","37","11149","4","1","88","3","1","60","0","0","0","31","7","985","18","4","491","0","0","0","1"
"2025","Florida State University Panama City","27","185","24","6084","3","1","135","219","22","5882","24898","0","0","0","398","27","11932","0","0","0","9","5","169","213","12","5757","0","0","0","194","18","6344","155","25","143","22","103","20","6","5","0","0","0","0","0","0","77","17","2764","330","25","9337","0","0","0","5","2","113","0","0","0","120","14","2562","7","4","189","0","0","0","0"
"2025","FWC/Fish and Wildlife Research Institute","98","3123","74","119085","0","0","0","2104","61","63962","24899","0","0","0","5227","98","183047","0","0","0","0","0","0","4589","80","171839","0","0","0","638","18","11208","3303","90","1125","64","536","47","259","22","4","3","0","0","0","0","5130","97","179591","97","17","3456","0","0","0","2","1","58","0","0","0","0","0","0","0","0","0","1","1","23","0"
"2025","Hawaii Division of Aquatic Resources","67","1723","59","69448","0","0","0","1241","31","47069","24903","0","0","0","2964","67","116517","0","0","0","0","0","0","2963","66","116457","0","0","0","1","1","60","1257","63","1384","64","306","39","17","10","0","0","0","0","0","0","2738","61","107226","226","42","9291","0","0","0","0","0","0","0","0","0","2","2","66","0","0","0","0","0","0","0"
"2025","Cal Poly Humboldt","120","1750","120","62359","0","0","0","0","0","0","24905","0","0","0","1750","120","62359","0","0","0","0","0","0","1502","80","55377","0","0","0","248","40","6982","874","75","789","65","66","47","21","23","0","0","0","0","0","0","490","51","23661","1260","120","38698","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Jr Scientists In The Sea","4","48","3","2569","2","1","111","7","1","307","24907","0","0","0","55","3","2876","2","1","111","0","0","0","57","4","2987","0","0","0","0","0","0","29","3","19","2","5","2","3","2","1","1","0","0","0","0","25","3","1458","32","3","1529","0","0","0","1","1","33","0","0","0","4","1","182","7","1","307","0","0","0","0"
"2025","Louisiana Universities Marine Consortium","11","146","11","3550","0","0","0","1","1","47","24909","0","0","0","147","11","3597","0","0","0","0","0","0","0","0","0","0","0","0","147","11","3597","124","6","14","8","9","3","0","0","0","0","0","0","0","0","126","7","2928","21","10","669","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Marine Biological Labratory","9","74","9","2838","0","0","0","24","2","1257","24911","0","0","0","98","9","4095","0","0","0","0","0","0","71","8","3021","0","0","0","27","4","1074","58","9","34","5","6","3","0","0","0","0","0","0","0","0","95","9","4004","3","2","91","0","0","0","9","2","527","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Marine Sci. Group, Dept. of Biological Geological & Env. Sci., Univ. of Bologna","26","91","26","5154","0","0","0","0","0","0","24913","0","0","0","91","26","5154","0","0","0","0","0","0","42","15","2561","0","0","0","49","11","2593","23","22","46","13","6","5","14","4","2","1","0","0","0","0","12","12","1045","79","16","4109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","MBC Aquatic Sciences","7","378","7","9354","0","0","0","31","7","828","24914","0","0","0","409","7","10182","0","0","0","0","0","0","409","7","10182","0","0","0","0","0","0","147","7","222","7","25","7","15","5","0","0","0","0","0","0","369","7","8875","40","7","1307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Merkel & Associates, Inc.","13","1621","13","73656","0","0","0","0","0","0","24915","0","0","0","1621","13","73656","0","0","0","0","0","0","1621","13","73656","0","0","0","0","0","0","1560","13","43","6","18","5","0","0","0","0","0","0","0","0","1621","13","73656","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Monterey Bay Aquarium","38","313","38","11651","0","0","0","235","5","12062","24916","0","0","0","537","38","22871","11","3","842","0","0","0","548","38","23713","0","0","0","0","0","0","173","34","344","33","31","14","0","0","0","0","0","0","0","0","459","36","19200","89","15","4513","5","3","284","0","0","0","12","1","387","0","0","0","0","0","0","0","0","0","0"
"2025","Moody Gardens","7","28","7","2938","9","2","670","110","5","6081","24917","0","0","0","98","6","4609","49","5","5080","0","0","0","147","7","9689","0","0","0","0","0","0","14","6","11","4","92","6","21","4","0","0","1","1","8","2","105","5","5034","42","7","4655","0","0","0","0","0","0","0","0","0","3","1","240","9","2","670","0","0","0","0"
"2025","Moss Landing Marine Laboratories","60","345","46","13002","0","0","0","635","52","33329","24918","0","0","0","980","60","46331","0","0","0","0","0","0","963","60","45512","0","0","0","17","6","819","530","52","404","57","46","26","0","0","0","0","0","0","0","0","814","50","35300","166","25","11031","19","7","724","92","17","1927","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2025","Mote Marine Laboratory and Aquarium","153","4735","148","271803","11","3","855","219","16","8230","24919","115","24","7125","4825","152","272722","9","1","811","16","6","230","4421","112","254268","12","3","876","532","422","25744","4671","151","147","26","109","22","28","10","3","2","3","3","4","1","4714","152","266727","251","34","14161","504","40","23956","0","0","0","0","0","0","0","0","0","12","3","876","0","0","0","0"
"2025","National Aeronautics and Space Administration","1","2","1","108","0","0","0","4","1","192","24920","0","0","0","6","1","300","0","0","0","0","0","0","6","1","300","0","0","0","0","0","0","1","1","5","1","0","0","0","0","0","0","0","0","0","0","2","1","90","4","1","210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","New York Aquarium","125","1473","125","116935","0","0","0","0","0","0","24922","157","125","9658","1316","125","107277","0","0","0","0","0","0","0","0","0","0","0","0","1473","125","116935","1473","125","0","0","0","0","0","0","0","0","0","0","0","0","1473","125","116935","0","0","0","1473","125","116935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","NIWA New Zealand","34","2165","34","38047","3","2","133","590","12","14272","24923","0","0","0","2758","34","52452","0","0","0","0","0","0","2758","34","52452","0","0","0","0","0","0","2154","34","529","28","69","21","6","4","0","0","0","0","0","0","2661","34","49371","97","32","3081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Noble Odyssey Foundation","1","81","1","1425","0","0","0","0","0","0","24924","0","0","0","81","1","1425","0","0","0","0","0","0","81","1","1425","0","0","0","0","0","0","52","1","17","1","10","1","2","1","0","0","0","0","0","0","51","1","1107","30","1","318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","North Carolina Aquariums","11","36","5","1130","13","3","693","79","10","3299","24926","0","0","0","128","11","5122","0","0","0","0","0","0","6","2","180","0","0","0","122","10","4942","8","4","7","3","75","10","25","7","13","5","0","0","0","0","75","9","3169","53","9","1953","6","2","180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Nova Southeastern University Halmos College of Arts and Sciences","55","5379","55","214048","0","0","0","642","36","33220","24927","0","0","0","6020","55","247256","1","1","12","0","0","0","6008","54","246520","0","0","0","13","2","748","4666","53","1119","50","235","35","1","1","0","0","0","0","0","0","5962","53","244329","59","8","2939","5","1","237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Northeastern University","54","1357","54","51546","0","0","0","18","3","620","24928","0","0","0","1375","54","52166","0","0","0","0","0","0","1375","54","52166","0","0","0","0","0","0","703","51","534","34","116","27","22","2","0","0","0","0","0","0","1110","36","45280","265","19","6886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Occidental College","12","531","9","13793","0","0","0","651","7","14515","24929","0","0","0","1182","12","28308","0","0","0","0","0","0","1182","12","28308","0","0","0","0","0","0","464","12","494","10","224","10","0","0","0","0","0","0","0","0","1182","12","28308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Old Dominion University","43","936","43","26950","41","2","3968","8","1","296","24930","0","0","0","945","43","27357","40","2","3857","0","0","0","394","20","15189","0","0","0","591","32","16025","744","43","133","30","70","25","9","2","4","2","4","1","21","1","259","18","13371","726","40","17843","10","4","356","1","1","20","0","0","0","2","1","40","42","4","3968","0","0","0","0"
"2025","Oregon Coast Aquarium","86","2241","86","115471","0","0","0","160","9","5912","24931","273","9","10620","2128","85","110763","0","0","0","0","0","0","272","11","9137","0","0","0","2129","86","112246","2156","86","175","9","70","10","0","0","0","0","0","0","0","0","2258","86","114842","143","31","6541","2127","86","112097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Oregon State University","35","817","35","29479","0","0","0","77","9","2888","24933","0","0","0","894","35","32367","0","0","0","0","0","0","873","35","31334","0","0","0","21","3","1033","406","34","378","31","92","26","18","2","0","0","0","0","0","0","671","24","25386","223","19","6981","37","15","1101","16","1","951","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Oregon Zoo","29","668","29","34344","0","0","0","0","0","0","24934","0","0","0","668","29","34344","0","0","0","0","0","0","499","15","25828","0","0","0","169","16","8516","654","29","14","2","0","0","0","0","0","0","0","0","0","0","645","29","33124","23","2","1220","349","18","17591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Pennsylvania State University","13","150","13","5283","0","0","0","35","2","1477","24935","0","0","0","185","13","6760","0","0","0","0","0","0","147","9","5673","0","0","0","38","5","1087","133","13","28","7","23","6","1","1","0","0","0","0","0","0","101","7","3371","84","10","3389","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Point Defiance Zoo and Aquarium","61","1909","61","103148","0","0","0","11","6","471","24937","496","41","21592","1424","55","82027","0","0","0","0","0","0","1548","61","86164","0","0","0","372","39","17455","1795","61","100","21","25","6","0","0","0","0","0","0","0","0","1812","59","98636","108","36","4983","1590","59","88687","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Ripleys Entertainment","72","4052","72","135008","0","0","0","0","0","0","24940","0","0","0","4052","72","135008","0","0","0","0","0","0","0","0","0","0","0","0","4052","72","135008","4052","72","0","0","0","0","0","0","0","0","0","0","0","0","4052","72","135008","0","0","0","4052","72","135008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Stockton University","0","0","0","0","0","0","0","0","0","0","24941","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Ruppin Academic Center","67","71","67","4260","0","0","0","0","0","0","24942","0","0","0","71","67","4260","0","0","0","0","0","0","71","67","4260","0","0","0","0","0","0","55","43","14","20","2","4","0","0","0","0","0","0","0","0","16","24","960","55","43","3300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Rutgers University-School of Environmental and Biological Sciences","4","56","4","2091","0","0","0","0","0","0","24943","0","0","0","56","4","2091","0","0","0","0","0","0","56","4","2091","0","0","0","0","0","0","31","4","22","4","3","3","0","0","0","0","0","0","0","0","15","1","788","41","3","1303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","San Diego State University","58","1187","58","45589","0","0","0","39","9","1416","24945","0","0","0","1226","58","47005","0","0","0","0","0","0","1179","56","45832","0","0","0","47","6","1173","861","52","315","39","49","16","1","1","0","0","0","0","0","0","972","46","40058","254","28","6947","0","0","0","12","2","324","0","0","0","1","1","40","1","1","77","0","0","0","0"
"2025","San Francisco State University","13","480","13","25277","0","0","0","8","2","478","24946","0","0","0","488","13","25755","0","0","0","0","0","0","488","13","25755","0","0","0","0","0","0","404","13","83","12","1","1","0","0","0","0","0","0","0","0","478","13","25536","10","4","219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Scripps Institution of Oceanography/UC San Diego","166","3151","163","131201","0","0","0","666","71","22336","24947","13","1","1322","3789","165","151220","15","2","995","0","0","0","3817","166","153537","0","0","0","0","0","0","1814","154","1473","125","489","87","34","16","5","1","2","2","0","0","3001","151","125375","816","57","28162","164","17","6081","22","9","517","0","0","0","37","3","1792","0","0","0","0","0","0","0"
"2025","SCUBAnauts International, Inc.","98","1234","96","57253","0","0","0","258","43","9325","24948","0","0","0","1492","98","66578","0","0","0","0","0","0","676","76","30890","0","0","0","816","70","35688","790","96","461","70","241","52","0","0","0","0","0","0","0","0","938","82","35892","554","97","30686","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Shannon Point Marine Center","37","609","37","25061","0","0","0","175","23","8360","24951","0","0","0","784","37","33421","0","0","0","0","0","0","638","33","26860","0","0","0","146","9","6561","491","34","222","31","63","21","8","4","0","0","0","0","0","0","422","30","18811","362","29","14610","0","0","0","4","4","119","0","0","0","1","1","24","4","1","104","0","0","0","0"
"2025","Smithsonian Institution","62","1675","62","74922","0","0","0","105","17","5783","24953","0","0","0","1780","62","80705","0","0","0","0","0","0","1780","62","80705","0","0","0","0","0","0","1275","59","462","40","43","16","0","0","0","0","0","0","0","0","1538","57","60168","242","29","20537","130","5","3700","0","0","0","0","0","0","0","0","0","1","1","72","0","0","0","0"
"2025","South Carolina Aquarium","84","5513","84","198594","0","0","0","6","3","174","24954","0","0","0","5246","84","185775","0","0","0","273","16","12993","5246","84","185775","0","0","0","273","14","12993","238","14","5281","83","0","0","0","0","0","0","0","0","0","0","5397","82","196484","122","44","2284","5500","84","198242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","SEARCH, Inc","11","77","10","1420","0","0","0","17","7","426","24955","0","0","0","78","11","1411","0","0","0","16","4","435","73","10","1291","0","0","0","21","5","555","65","9","10","5","11","4","8","4","0","0","0","0","0","0","42","7","830","52","9","1016","0","0","0","4","2","83","0","0","0","1","1","21","0","0","0","0","0","0","0"
"2025","Southern California Ocean Restoration Divers","41","1096","41","59431","0","0","0","158","7","5506","24956","28","1","4724","1226","41","60213","0","0","0","0","0","0","1218","36","63382","0","0","0","36","6","1555","689","38","397","30","166","7","2","1","0","0","0","0","0","0","1209","36","63618","45","8","1319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Stanford University","53","1259","53","50949","0","0","0","40","10","1056","24957","0","0","0","1299","53","52005","0","0","0","0","0","0","1251","53","50346","0","0","0","48","7","1659","504","50","654","52","141","43","0","0","0","0","0","0","0","0","968","49","39611","331","25","12394","7","4","302","2","1","55","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Tenera Environmental","10","506","10","20004","0","0","0","0","0","0","24961","0","0","0","506","10","20004","0","0","0","0","0","0","506","10","20004","0","0","0","0","0","0","348","10","120","10","32","9","6","5","0","0","0","0","0","0","391","8","15167","115","9","4837","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Tetra Tech","6","113","6","4700","0","0","0","0","0","0","24962","0","0","0","113","6","4700","0","0","0","0","0","0","113","6","4700","0","0","0","0","0","0","103","6","9","2","0","0","1","1","0","0","0","0","0","0","110","6","4636","3","1","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025","Texas A&M University Galveston","31","285","29","7724","0","0","0","180","25","4571","24963","0","0","0","465","31","12295","0","0","0","0","0","0","465","31","12295","0","0","0","0","0","0","336","29","58","26","63","24","7","2","1","1","0","0","0","0","83","6","1940","382","26","10355","9","9","178","24","2","654","0","0","0","0","0","0","1","1","31","0","0","0","0"
